Excel Dosyasını Yükle (.xlsx veya .xls),Model Çıktısı,timestamp
.gradio\flagged\Excel Dosyasını Yükle .xlsx veya .xls)\1ee9af5cfff8a8cb0ca3\OrnekTestVerisi2.xlsx,Yüklenen Veriye Göre Tahmin: 131.27 ug/m^3,2025-12-26 16:01:31.846375
